feature,age_pearson,abs_corr,modality
CD4_Treg__CALM1,0.3449156259900857,0.3449156259900857,RNA
CD8_CTL__TARBP1,-0.34483922777128356,0.34483922777128356,RNA
CD4_Tcm__TMIGD2,-0.34463146139564854,0.34463146139564854,RNA
cMono__PLXDC1,-0.34454034505866776,0.34454034505866776,RNA
DC__YY1AP1,-0.34422905689344524,0.34422905689344524,RNA
CD4_Naïve__SBNO1,0.3440017156011841,0.3440017156011841,RNA
CD4_Tcm__CD84,0.34389124958318623,0.34389124958318623,RNA
Swit.Bm__ALOX5,-0.3435798641787418,0.3435798641787418,RNA
CD8_CTL__LDHB,-0.34350075259954027,0.34350075259954027,RNA
CD8_CTL__DUSP1,-0.34349584795019045,0.34349584795019045,RNA
Prolif.T__DEK,0.3434879480767935,0.3434879480767935,RNA
immature_T__MED21,0.34346350547611787,0.34346350547611787,RNA
CD4_Tcm__NEFL,0.34341899541890064,0.34341899541890064,RNA
CD4_Tcm__ZC3H13,0.34327303094478767,0.34327303094478767,RNA
CD4_Helper__RGMB,0.3430027279706953,0.3430027279706953,RNA
DC__NELL2,-0.34282771690223246,0.34282771690223246,RNA
CD4_Naïve__CCND2,0.3427345044748999,0.3427345044748999,RNA
CD4_Tcm__ZYX,0.34226479438746443,0.34226479438746443,RNA
DC__FCER1G,0.3416622168365133,0.3416622168365133,RNA
cMono__ARPC4,0.3415307868073148,0.3415307868073148,RNA
Swit.Bm__FARP1,0.34136580002242506,0.34136580002242506,RNA
immature_T__INPP4B,0.3412206983316002,0.3412206983316002,RNA
CD4_Naïve__AEBP2,0.3412133892768061,0.3412133892768061,RNA
CD4_Naïve__RTKN2,-0.34097645470410337,0.34097645470410337,RNA
CD4_Helper__ANKRD12,0.3409723953284056,0.3409723953284056,RNA
CD4_Treg__LMNA,0.34061967995334186,0.34061967995334186,RNA
Swit.Bm__BTG1,-0.34016997611642746,0.34016997611642746,RNA
CD8_CTL__CD48,-0.34015391113148163,0.34015391113148163,RNA
CD4_Treg__PBXIP1,0.3401391688373855,0.3401391688373855,RNA
Prolif.T__PTPN12,0.3400364301537377,0.3400364301537377,RNA
NKbright__TERF2,0.3399958533753133,0.3399958533753133,RNA
Naïve_B__ZFP36L2,-0.3398607239194271,0.3398607239194271,RNA
cMono__CHMP3,-0.3398337227494984,0.3398337227494984,RNA
DC__MAPK8IP3,-0.33981096328669314,0.33981096328669314,RNA
CD8_Tem__PCBP2,-0.3397528743805339,0.3397528743805339,RNA
cMono__MYO1F,-0.33954135196542096,0.33954135196542096,RNA
DC__SLC37A2,0.339495557926058,0.339495557926058,RNA
CD4_Helper__ARFGEF1,0.339197563356023,0.339197563356023,RNA
DC__MIEN1,0.3390207197347637,0.3390207197347637,RNA
CD8_CTL__CR2,-0.3390089150858712,0.3390089150858712,RNA
CD4_Tcm__DDX39B,-0.33889110880342277,0.33889110880342277,RNA
cMono__PREX1,-0.33880843382222803,0.33880843382222803,RNA
DC__MT-CO3,-0.3388058766757616,0.3388058766757616,RNA
Swit.Bm__CCND3,-0.3387236592646946,0.3387236592646946,RNA
CD4_Naïve__AFF3,-0.33871558377152067,0.33871558377152067,RNA
immature_T__ATP6V1G1,-0.33847551140664817,0.33847551140664817,RNA
